"CD_MATCH","id_tm_unique","Temps","CD_CLUB_TM","score_equipe_TM","score_autre_equipe_","indice_serie_avant_tm","diff_300s_avant_TM","diff_TM","diff_300s_apres_TM","evolution_score_avant","evolution_score","score_final_equipe_tm","score_final_autre_equipe","vainqueur_final"
"FR-1-H_31_30_5304",5515,"58:04","FR_PAUC_13100",26,23,-1,3,3,3,0,0,27,24,"FR_PAUC_13100"
"FR-1-H_31_30_5305",5516,"15:24","FR_IPHB_13806",5,8,-1,-3,-3,-3,0,0,23,25,"FR_CCMHB_28000"
"FR-1-H_31_30_5305",5517,"23:45","FR_IPHB_13806",8,11,1,-3,-3,0,0,3,23,25,"FR_CCMHB_28000"
"FR-1-H_31_30_5305",5518,"43:41","FR_CCMHB_28000",18,19,-1,-1,-1,1,0,2,25,23,"FR_CCMHB_28000"
"FR-1-H_31_30_5305",5519,"52:59","FR_IPHB_13806",21,22,-1,-1,-1,-2,0,-1,23,25,"FR_CCMHB_28000"
"FR-1-H_31_30_5305",5520,"57:16","FR_IPHB_13806",22,24,-1,-2,-2,-2,0,0,23,25,"FR_CCMHB_28000"
"FR-1-H_31_30_5306",5521,"05:37","FR_USCHB_94000",1,4,-3,-3,-3,-2,0,1,27,34,"FR_HBCN_44200"
"FR-1-H_31_30_5306",5522,"19:12","FR_HBCN_44200",11,10,-1,1,1,1,0,0,34,27,"FR_HBCN_44200"
"FR-1-H_31_30_5306",5523,"38:40","FR_USCHB_94000",17,20,-3,-3,-3,-3,0,0,27,34,"FR_HBCN_44200"
"FR-1-H_31_30_5306",5524,"46:01","FR_HBCN_44200",24,19,2,5,5,5,0,0,34,27,"FR_HBCN_44200"
"FR-1-H_31_30_5306",5525,"55:58","FR_USCHB_94000",25,31,-1,-6,-6,-5,0,1,27,34,"FR_HBCN_44200"
"FR-1-H_31_30_5306",5526,"57:43","FR_HBCN_44200",32,27,-1,5,5,7,0,2,34,27,"FR_HBCN_44200"
"FR-1-H_31_30_5307",5527,"13:42","FR_PSGHB_75016",8,5,-1,3,3,4,0,1,32,29,"FR_PSGHB_75016"
"FR-1-H_31_30_5307",5528,"15:58","FR_CSMBHB_73000",7,11,-1,-4,-4,-5,0,-1,29,32,"FR_PSGHB_75016"
"FR-1-H_31_30_5307",5529,"29:56","FR_PSGHB_75016",18,15,1,3,3,5,0,2,32,29,"FR_PSGHB_75016"
"FR-1-H_31_30_5307",5530,"35:18","FR_CSMBHB_73000",16,22,-2,-6,-6,-4,0,2,29,32,"FR_PSGHB_75016"
"FR-1-H_31_30_5307",5531,"57:30","FR_CSMBHB_73000",27,30,-2,-3,-3,-2,0,1,29,32,"FR_PSGHB_75016"
"FR-1-H_31_30_5307",5532,"58:38","FR_PSGHB_75016",31,29,-1,2,2,3,0,1,32,29,"FR_PSGHB_75016"
"FR-1-H_31_30_5308",5533,"22:49","FR_MHB_34000",10,10,-2,0,0,0,0,0,29,29,"Egalité"
"FR-1-H_31_30_5308",5534,"23:33","FR_SRVHB_83700",10,10,0,0,0,-1,0,-1,29,29,"Egalité"
"FR-1-H_31_30_5308",5535,"41:36","FR_MHB_34000",18,20,-2,-2,-2,-1,0,1,29,29,"Egalité"
"FR-1-H_31_30_5308",5536,"45:17","FR_SRVHB_83700",21,20,-1,1,1,-2,0,-3,29,29,"Egalité"
"FR-1-H_31_30_5308",5537,"53:10","FR_SRVHB_83700",24,26,-1,-2,-2,1,0,3,29,29,"Egalité"
"FR-1-H_31_30_5308",5538,"57:47","FR_MHB_34000",27,28,-2,-1,-1,0,0,1,29,29,"Egalité"
"FR-1-H_31_30_5309",5539,"12:57","FR_FTHB_31000",6,8,-2,-2,-2,-2,0,0,32,32,"Egalité"
"FR-1-H_31_30_5309",5540,"20:57","FR_USAMNG_30918",11,8,2,3,3,2,0,-1,32,32,"Egalité"
"FR-1-H_31_30_5309",5541,"52:55","FR_USAMNG_30918",28,29,-4,-1,-1,1,0,2,32,32,"Egalité"
"FR-1-H_31_30_5309",5542,"56:24","FR_FTHB_31000",30,31,-2,-1,-1,0,0,1,32,32,"Egalité"
"FR-1-H_31_30_5310",5543,"20:39","FR_USIHB_94200",9,12,-3,-3,-3,-1,0,2,31,23,"FR_USIHB_94200"
"FR-1-H_31_30_5310",5544,"28:38","FR_TFHB_93290",13,13,-1,0,0,-2,0,-2,23,31,"FR_USIHB_94200"
"FR-1-H_31_30_5310",5545,"41:20","FR_TFHB_93290",16,20,-3,-4,-4,-4,0,0,23,31,"FR_USIHB_94200"
"FR-1-H_31_30_5310",5546,"51:41","FR_USIHB_94200",26,21,-2,5,5,6,0,1,31,23,"FR_USIHB_94200"
"FR-1-H_31_31_5311",5547,"13:35","FR_PAUC_13100",6,9,-2,-3,-3,-2,0,1,25,27,"FR_SRVHB_83700"
"FR-1-H_31_31_5311",5548,"19:07","FR_SRVHB_83700",10,9,-3,1,1,4,0,3,27,25,"FR_SRVHB_83700"
"FR-1-H_31_31_5311",5549,"44:14","FR_SRVHB_83700",19,19,1,0,0,1,0,1,27,25,"FR_SRVHB_83700"
"FR-1-H_31_31_5311",5550,"48:02","FR_PAUC_13100",19,20,-1,-1,-1,-2,0,-1,25,27,"FR_SRVHB_83700"
"FR-1-H_31_31_5311",5551,"57:52","FR_SRVHB_83700",26,24,1,2,2,2,0,0,27,25,"FR_SRVHB_83700"
"FR-1-H_31_31_5312",5552,"07:42","FR_CSMBHB_73000",2,4,-3,-2,-2,1,0,3,30,20,"FR_CSMBHB_73000"
"FR-1-H_31_31_5312",5553,"26:03","FR_CCMHB_28000",10,13,-2,-3,-3,-1,0,2,20,30,"FR_CSMBHB_73000"
"FR-1-H_31_31_5312",5554,"35:06","FR_CCMHB_28000",14,17,-1,-3,-3,-5,0,-2,20,30,"FR_CSMBHB_73000"
"FR-1-H_31_31_5312",5555,"38:56","FR_CCMHB_28000",15,20,-3,-5,-5,-6,0,-1,20,30,"FR_CSMBHB_73000"
"FR-1-H_31_31_5313",5556,"17:42","FR_DHBGL_59140",3,6,-4,-3,-3,-1,0,2,16,25,"FR_USAMNG_30918"
"FR-1-H_31_31_5313",5557,"29:33","FR_USAMNG_30918",12,8,2,4,4,6,0,2,25,16,"FR_USAMNG_30918"
"FR-1-H_31_31_5313",5558,"34:35","FR_DHBGL_59140",9,15,-1,-6,-6,-5,0,1,16,25,"FR_USAMNG_30918"
"FR-1-H_31_31_5313",5559,"42:36","FR_DHBGL_59140",10,17,-2,-7,-7,-7,0,0,16,25,"FR_USAMNG_30918"
"FR-1-H_31_31_5314",5560,"16:00","FR_MHB_34000",4,8,-1,-4,-4,-4,0,0,25,25,"Egalité"
"FR-1-H_31_31_5314",5561,"23:48","FR_IPHB_13806",12,9,-2,3,3,4,0,1,25,25,"Egalité"
"FR-1-H_31_31_5314",5562,"26:56","FR_MHB_34000",10,14,-2,-4,-4,-3,0,1,25,25,"Egalité"
"FR-1-H_31_31_5314",5563,"45:05","FR_MHB_34000",17,21,-2,-4,-4,-2,0,2,25,25,"Egalité"
"FR-1-H_31_31_5314",5564,"50:54","FR_IPHB_13806",22,20,-3,2,2,0,0,-2,25,25,"Egalité"
"FR-1-H_31_31_5314",5565,"57:49","FR_IPHB_13806",24,24,1,0,0,0,0,0,25,25,"Egalité"
"FR-1-H_31_31_5315",5566,"06:55","FR_PSGHB_75016",5,2,1,3,3,5,0,2,30,24,"FR_PSGHB_75016"
"FR-1-H_31_31_5315",5567,"15:12","FR_USIHB_94200",3,10,-1,-7,-7,-7,0,0,24,30,"FR_PSGHB_75016"
"FR-1-H_31_31_5315",5568,"23:47","FR_PSGHB_75016",14,8,-2,6,6,7,0,1,30,24,"FR_PSGHB_75016"
"FR-1-H_31_31_5315",5569,"51:58","FR_USIHB_94200",20,28,2,-8,-8,-6,0,2,24,30,"FR_PSGHB_75016"
"FR-1-H_31_31_5316",5570,"15:36","FR_FTHB_31000",8,10,-2,-2,-2,2,0,4,34,26,"FR_FTHB_31000"
"FR-1-H_31_31_5316",5571,"19:40","FR_HBCN_44200",10,12,-4,-2,-2,-1,0,1,26,34,"FR_FTHB_31000"
"FR-1-H_31_31_5316",5572,"37:46","FR_HBCN_44200",17,24,-1,-7,-7,-8,0,-1,26,34,"FR_FTHB_31000"
"FR-1-H_31_31_5316",5573,"49:49","FR_FTHB_31000",29,23,-2,6,6,7,0,1,34,26,"FR_FTHB_31000"
"FR-1-H_31_31_5316",5574,"53:21","FR_HBCN_44200",23,30,-1,-7,-7,-9,0,-2,26,34,"FR_FTHB_31000"
"FR-1-H_31_31_5317",5575,"10:29","FR_USCHB_94000",1,4,-2,-3,-3,-2,0,1,21,23,"FR_TFHB_93290"
"FR-1-H_31_31_5317",5576,"23:16","FR_TFHB_93290",8,5,1,3,3,4,0,1,23,21,"FR_TFHB_93290"
"FR-1-H_31_31_5317",5577,"37:26","FR_USCHB_94000",9,14,-1,-5,-5,-5,0,0,21,23,"FR_TFHB_93290"
"FR-1-H_31_31_5317",5578,"43:39","FR_TFHB_93290",15,11,-2,4,4,8,0,4,23,21,"FR_TFHB_93290"
"FR-1-H_31_31_5317",5579,"54:54","FR_TFHB_93290",21,18,-4,3,3,2,0,-1,23,21,"FR_TFHB_93290"
"FR-1-H_31_31_5317",5580,"59:35","FR_USCHB_94000",21,23,1,-2,-2,-2,0,0,21,23,"FR_TFHB_93290"
"FR-1-H_31_32_5318",5581,"16:55","FR_CSMBHB_73000",6,8,-3,-2,-2,-3,0,-1,25,25,"Egalité"
"FR-1-H_31_32_5318",5582,"19:12","FR_USCHB_94000",9,6,1,3,3,1,0,-2,25,25,"Egalité"
"FR-1-H_31_32_5318",5583,"40:52","FR_USCHB_94000",17,19,-1,-2,-2,-3,0,-1,25,25,"Egalité"
"FR-1-H_31_32_5318",5584,"52:52","FR_CSMBHB_73000",23,23,-2,0,0,1,0,1,25,25,"Egalité"
"FR-1-H_31_32_5318",5585,"58:43","FR_USCHB_94000",24,25,-1,-1,-1,0,0,1,25,25,"Egalité"
"FR-1-H_31_32_5318",5586,"59:23","FR_CSMBHB_73000",25,25,-1,0,0,0,0,0,25,25,"Egalité"
"FR-1-H_31_32_5319",5587,"15:50","FR_DHBGL_59140",4,4,-1,0,0,0,0,0,24,24,"Egalité"
"FR-1-H_31_32_5319",5588,"21:06","FR_CCMHB_28000",6,7,-2,-1,-1,0,0,1,24,24,"Egalité"
"FR-1-H_31_32_5319",5589,"31:44","FR_CCMHB_28000",11,14,-4,-3,-3,1,0,4,24,24,"Egalité"
"FR-1-H_31_32_5319",5590,"36:18","FR_DHBGL_59140",15,16,-4,-1,-1,-1,0,0,24,24,"Egalité"
"FR-1-H_31_32_5319",5591,"56:52","FR_CCMHB_28000",22,24,-2,-2,-2,0,0,2,24,24,"Egalité"
"FR-1-H_31_32_5319",5592,"59:02","FR_DHBGL_59140",24,24,-2,0,0,0,0,0,24,24,"Egalité"
"FR-1-H_31_32_5320",5593,"17:45","FR_USIHB_94200",6,12,-3,-6,-6,-6,0,0,24,27,"FR_MHB_34000"
"FR-1-H_31_32_5320",5594,"24:27","FR_MHB_34000",15,9,-1,6,6,6,0,0,27,24,"FR_MHB_34000"
"FR-1-H_31_32_5320",5595,"40:23","FR_MHB_34000",21,17,-2,4,4,6,0,2,27,24,"FR_MHB_34000"
"FR-1-H_31_32_5320",5596,"56:35","FR_USIHB_94200",22,27,1,-5,-5,-3,0,2,24,27,"FR_MHB_34000"
"FR-1-H_31_32_5321",5597,"27:52","FR_USAMNG_30918",12,14,-2,-2,-2,-3,0,-1,26,25,"FR_USAMNG_30918"
"FR-1-H_31_32_5321",5598,"29:47","FR_HBCN_44200",15,12,1,3,3,3,0,0,25,26,"FR_USAMNG_30918"
"FR-1-H_31_32_5321",5599,"40:31","FR_HBCN_44200",20,18,-2,2,2,1,0,-1,25,26,"FR_USAMNG_30918"
"FR-1-H_31_32_5321",5600,"47:10","FR_USAMNG_30918",20,22,-1,-2,-2,-1,0,1,26,25,"FR_USAMNG_30918"
"FR-1-H_31_32_5321",5601,"58:20","FR_HBCN_44200",25,26,-1,-1,-1,-1,0,0,25,26,"FR_USAMNG_30918"
"FR-1-H_31_32_5321",5602,"59:12","FR_USAMNG_30918",26,25,0,1,1,1,0,0,26,25,"FR_USAMNG_30918"
"FR-1-H_31_32_5322",5603,"19:12","FR_PAUC_13100",10,12,-4,-2,-2,-4,0,-2,23,36,"FR_PSGHB_75016"
"FR-1-H_31_32_5322",5604,"30:00","FR_PSGHB_75016",17,12,-1,5,5,6,0,1,36,23,"FR_PSGHB_75016"
"FR-1-H_31_32_5322",5605,"46:39","FR_PAUC_13100",18,27,-4,-9,-9,-11,0,-2,23,36,"FR_PSGHB_75016"
"FR-1-H_31_32_5323",5606,"20:55","FR_TFHB_93290",12,10,-2,2,2,3,0,1,26,29,"FR_SRVHB_83700"
"FR-1-H_31_32_5323",5607,"49:49","FR_SRVHB_83700",23,24,-1,-1,-1,1,0,2,29,26,"FR_SRVHB_83700"
"FR-1-H_31_32_5323",5608,"54:56","FR_TFHB_93290",25,26,-2,-1,-1,-2,0,-1,26,29,"FR_SRVHB_83700"
"FR-1-H_31_32_5323",5609,"57:39","FR_SRVHB_83700",28,26,1,2,2,3,0,1,29,26,"FR_SRVHB_83700"
"FR-1-H_31_32_5324",5610,"09:30","FR_IPHB_13806",2,7,-3,-5,-5,-4,0,1,25,28,"FR_FTHB_31000"
"FR-1-H_31_32_5324",5611,"40:12","FR_FTHB_31000",19,16,-3,3,3,4,0,1,28,25,"FR_FTHB_31000"
"FR-1-H_31_32_5324",5612,"55:13","FR_IPHB_13806",23,27,1,-4,-4,-3,0,1,25,28,"FR_FTHB_31000"
"FR-1-H_31_33_5325",5613,"18:49","FR_USCHB_94000",8,9,-1,-1,-1,-1,0,0,23,28,"FR_PAUC_13100"
"FR-1-H_31_33_5325",5614,"36:09","FR_USCHB_94000",13,18,-3,-5,-5,-4,0,1,23,28,"FR_PAUC_13100"
"FR-1-H_31_33_5325",5615,"51:40","FR_USCHB_94000",20,25,1,-5,-5,-3,0,2,23,28,"FR_PAUC_13100"
"FR-1-H_31_33_5325",5616,"52:00","FR_PAUC_13100",25,22,-1,3,3,5,0,2,28,23,"FR_PAUC_13100"
"FR-1-H_31_33_5326",5617,"14:06","FR_FTHB_31000",7,9,-4,-2,-2,0,0,2,25,24,"FR_FTHB_31000"
"FR-1-H_31_33_5326",5618,"24:34","FR_CSMBHB_73000",12,11,-1,1,1,-1,0,-2,24,25,"FR_FTHB_31000"
"FR-1-H_31_33_5326",5619,"51:55","FR_CSMBHB_73000",19,21,-1,-2,-2,-2,0,0,24,25,"FR_FTHB_31000"
"FR-1-H_31_33_5326",5620,"59:12","FR_CSMBHB_73000",23,25,-1,-2,-2,-1,0,1,24,25,"FR_FTHB_31000"
"FR-1-H_31_33_5326",5621,"59:28","FR_FTHB_31000",25,24,-1,1,1,1,0,0,25,24,"FR_FTHB_31000"
"FR-1-H_31_33_5327",5622,"14:40","FR_CCMHB_28000",7,11,-2,-4,-4,-4,0,0,29,33,"FR_SRVHB_83700"
"FR-1-H_31_33_5327",5623,"27:22","FR_SRVHB_83700",18,14,-1,4,4,6,0,2,33,29,"FR_SRVHB_83700"
"FR-1-H_31_33_5327",5624,"35:06","FR_SRVHB_83700",21,17,-3,4,4,4,0,0,33,29,"FR_SRVHB_83700"
"FR-1-H_31_33_5327",5625,"45:53","FR_CCMHB_28000",22,26,-1,-4,-4,-4,0,0,29,33,"FR_SRVHB_83700"
"FR-1-H_31_33_5327",5626,"54:47","FR_SRVHB_83700",30,27,-2,3,3,4,0,1,33,29,"FR_SRVHB_83700"
"FR-1-H_31_33_5328",5627,"24:32","FR_IPHB_13806",11,11,-3,0,0,1,0,1,26,30,"FR_DHBGL_59140"
"FR-1-H_31_33_5328",5628,"34:06","FR_DHBGL_59140",15,18,-3,-3,-3,-2,0,1,30,26,"FR_DHBGL_59140"
"FR-1-H_31_33_5328",5629,"44:49","FR_IPHB_13806",22,23,-2,-1,-1,-1,0,0,26,30,"FR_DHBGL_59140"
"FR-1-H_31_33_5328",5630,"57:49","FR_DHBGL_59140",29,26,2,3,3,4,0,1,30,26,"FR_DHBGL_59140"
"FR-1-H_31_33_5329",5631,"13:19","FR_HBCN_44200",6,7,-4,-1,-1,0,0,1,32,26,"FR_HBCN_44200"
"FR-1-H_31_33_5329",5632,"21:50","FR_USIHB_94200",12,14,-4,-2,-2,-2,0,0,26,32,"FR_HBCN_44200"
"FR-1-H_31_33_5329",5633,"44:06","FR_USIHB_94200",20,24,-1,-4,-4,-6,0,-2,26,32,"FR_HBCN_44200"
"FR-1-H_31_33_5329",5634,"52:54","FR_HBCN_44200",29,23,-1,6,6,7,0,1,32,26,"FR_HBCN_44200"
"FR-1-H_31_33_5330",5635,"10:14","FR_MHB_34000",3,8,-4,-5,-5,-5,0,0,30,35,"FR_PSGHB_75016"
"FR-1-H_31_33_5330",5636,"29:29","FR_PSGHB_75016",20,15,-1,5,5,6,0,1,35,30,"FR_PSGHB_75016"
"FR-1-H_31_33_5330",5637,"42:17","FR_PSGHB_75016",27,22,-3,5,5,6,0,1,35,30,"FR_PSGHB_75016"
"FR-1-H_31_33_5330",5638,"47:07","FR_MHB_34000",23,29,1,-6,-6,-5,0,1,30,35,"FR_PSGHB_75016"
"FR-1-H_31_33_5330",5639,"59:03","FR_PSGHB_75016",34,30,-1,4,4,5,0,1,35,30,"FR_PSGHB_75016"
"FR-1-H_31_33_5331",5640,"10:11","FR_TFHB_93290",3,6,-4,-3,-3,-1,0,2,28,34,"FR_USAMNG_30918"
"FR-1-H_31_33_5331",5641,"29:27","FR_USAMNG_30918",16,12,-1,4,4,7,0,3,34,28,"FR_USAMNG_30918"
"FR-1-H_31_34_5332",5642,"14:27","FR_USCHB_94000",10,8,-1,2,2,1,0,-1,29,38,"FR_PSGHB_75016"
"FR-1-H_31_34_5332",5643,"24:55","FR_PSGHB_75016",15,12,4,3,3,6,0,3,38,29,"FR_PSGHB_75016"
"FR-1-H_31_34_5332",5644,"49:45","FR_USCHB_94000",23,33,-1,-10,-10,-8,0,2,29,38,"FR_PSGHB_75016"
"FR-1-H_31_34_5333",5645,"15:30","FR_TFHB_93290",1,6,-3,-5,-5,-6,0,-1,19,24,"FR_DHBGL_59140"
"FR-1-H_31_34_5333",5646,"21:32","FR_DHBGL_59140",8,2,1,6,6,4,0,-2,24,19,"FR_DHBGL_59140"
"FR-1-H_31_34_5333",5647,"44:48","FR_TFHB_93290",14,18,-2,-4,-4,-4,0,0,19,24,"FR_DHBGL_59140"
"FR-1-H_31_34_5333",5648,"52:10","FR_DHBGL_59140",19,16,-2,3,3,4,0,1,24,19,"FR_DHBGL_59140"
"FR-1-H_31_34_5333",5649,"58:06","FR_DHBGL_59140",22,19,-1,3,3,5,0,2,24,19,"FR_DHBGL_59140"
"FR-1-H_31_34_5334",5650,"11:38","FR_PAUC_13100",4,7,-2,-3,-3,-3,0,0,26,32,"FR_MHB_34000"
"FR-1-H_31_34_5334",5651,"27:37","FR_MHB_34000",14,12,-1,2,2,2,0,0,32,26,"FR_MHB_34000"
"FR-1-H_31_34_5334",5652,"43:41","FR_PAUC_13100",18,23,-2,-5,-5,-4,0,1,26,32,"FR_MHB_34000"
"FR-1-H_31_34_5334",5653,"53:49","FR_MHB_34000",29,25,-1,4,4,6,0,2,32,26,"FR_MHB_34000"
"FR-1-H_31_34_5335",5654,"15:44","FR_IPHB_13806",8,12,-3,-4,-4,-5,0,-1,26,29,"FR_HBCN_44200"
"FR-1-H_31_34_5335",5655,"24:04","FR_HBCN_44200",15,11,-1,4,4,6,0,2,29,26,"FR_HBCN_44200"
"FR-1-H_31_34_5335",5656,"49:05","FR_IPHB_13806",20,27,1,-7,-7,-5,0,2,26,29,"FR_HBCN_44200"
"FR-1-H_31_34_5335",5657,"55:47","FR_HBCN_44200",28,24,-3,4,4,3,0,-1,29,26,"FR_HBCN_44200"
"FR-1-H_31_34_5336",5658,"20:28","FR_CCMHB_28000",8,10,-2,-2,-2,-2,0,0,25,32,"FR_USAMNG_30918"
"FR-1-H_31_34_5336",5659,"29:37","FR_USAMNG_30918",16,12,-1,4,4,4,0,0,32,25,"FR_USAMNG_30918"
"FR-1-H_31_34_5336",5660,"41:57","FR_CCMHB_28000",18,23,-1,-5,-5,-5,0,0,25,32,"FR_USAMNG_30918"
"FR-1-H_31_34_5336",5661,"49:34","FR_USAMNG_30918",27,22,1,5,5,4,0,-1,32,25,"FR_USAMNG_30918"
"FR-1-H_31_34_5337",5662,"18:58","FR_CSMBHB_73000",6,8,-1,-2,-2,-3,0,-1,23,28,"FR_SRVHB_83700"
"FR-1-H_31_34_5337",5663,"29:33","FR_SRVHB_83700",14,8,1,6,6,6,0,0,28,23,"FR_SRVHB_83700"
"FR-1-H_31_34_5337",5664,"40:36","FR_SRVHB_83700",17,13,-2,4,4,1,0,-3,28,23,"FR_SRVHB_83700"
"FR-1-H_31_34_5337",5665,"53:10","FR_CSMBHB_73000",20,23,-2,-3,-3,-5,0,-2,23,28,"FR_SRVHB_83700"
"FR-1-H_31_34_5338",5666,"05:25","FR_USIHB_94200",0,1,-1,-1,-1,-5,0,-4,23,32,"FR_FTHB_31000"
"FR-1-H_31_34_5338",5667,"13:37","FR_FTHB_31000",9,6,-3,3,3,4,0,1,32,23,"FR_FTHB_31000"
"FR-1-H_31_34_5338",5668,"36:02","FR_USIHB_94200",14,20,-4,-6,-6,-6,0,0,23,32,"FR_FTHB_31000"
"FR-1-H_31_34_5338",5669,"52:32","FR_USIHB_94200",19,28,-3,-9,-9,-9,0,0,23,32,"FR_FTHB_31000"
"FR-1-H_31_35_5339",5670,"22:24","FR_PAUC_13100",10,13,-3,-3,-3,-4,0,-1,29,34,"FR_USAMNG_30918"
"FR-1-H_31_35_5339",5671,"27:45","FR_USAMNG_30918",16,13,-1,3,3,4,0,1,34,29,"FR_USAMNG_30918"
"FR-1-H_31_35_5339",5672,"46:42","FR_PAUC_13100",22,26,-2,-4,-4,-5,0,-1,29,34,"FR_USAMNG_30918"
"FR-1-H_31_35_5339",5673,"54:26","FR_USAMNG_30918",31,27,-2,4,4,4,0,0,34,29,"FR_USAMNG_30918"
"FR-1-H_31_35_5340",5674,"02:56","FR_HBCN_44200",0,4,-4,-4,-4,-3,0,1,29,28,"FR_HBCN_44200"
"FR-1-H_31_35_5340",5675,"19:12","FR_CSMBHB_73000",11,6,1,5,5,4,0,-1,28,29,"FR_HBCN_44200"
"FR-1-H_31_35_5340",5676,"40:52","FR_HBCN_44200",15,18,-2,-3,-3,-1,0,2,29,28,"FR_HBCN_44200"
"FR-1-H_31_35_5340",5677,"57:59","FR_HBCN_44200",26,28,-1,-2,-2,0,0,2,29,28,"FR_HBCN_44200"
"FR-1-H_31_35_5340",5678,"59:12","FR_CSMBHB_73000",28,28,-2,0,0,-1,0,-1,28,29,"FR_HBCN_44200"
"FR-1-H_31_35_5341",5679,"17:28","FR_TFHB_93290",7,9,-4,-2,-2,-2,0,0,23,23,"Egalité"
"FR-1-H_31_35_5341",5680,"28:07","FR_CCMHB_28000",11,9,-2,2,2,3,0,1,23,23,"Egalité"
"FR-1-H_31_35_5341",5681,"37:06","FR_TFHB_93290",12,17,-3,-5,-5,-4,0,1,23,23,"Egalité"
"FR-1-H_31_35_5341",5682,"49:49","FR_CCMHB_28000",22,18,-2,4,4,1,0,-3,23,23,"Egalité"
"FR-1-H_31_35_5341",5683,"57:40","FR_CCMHB_28000",23,21,1,2,2,2,0,0,23,23,"Egalité"
"FR-1-H_31_35_5341",5684,"58:02","FR_TFHB_93290",21,23,0,-2,-2,0,0,2,23,23,"Egalité"
"FR-1-H_31_35_5342",5685,"14:14","FR_USCHB_94000",6,7,-1,-1,-1,-2,0,-1,23,29,"FR_FTHB_31000"
"FR-1-H_31_35_5342",5686,"29:07","FR_FTHB_31000",15,12,-1,3,3,4,0,1,29,23,"FR_FTHB_31000"
"FR-1-H_31_35_5342",5687,"44:57","FR_FTHB_31000",21,19,-4,2,2,1,0,-1,29,23,"FR_FTHB_31000"
"FR-1-H_31_35_5342",5688,"50:02","FR_USCHB_94000",21,23,-2,-2,-2,-2,0,0,23,29,"FR_FTHB_31000"
"FR-1-H_31_35_5343",5689,"22:13","FR_USIHB_94200",8,11,-3,-3,-3,-3,0,0,26,29,"FR_IPHB_13806"
"FR-1-H_31_35_5343",5690,"26:17","FR_IPHB_13806",13,10,1,3,3,3,0,0,29,26,"FR_IPHB_13806"
"FR-1-H_31_35_5343",5691,"38:40","FR_USIHB_94200",15,19,-2,-4,-4,-4,0,0,26,29,"FR_IPHB_13806"
"FR-1-H_31_35_5343",5692,"45:21","FR_IPHB_13806",22,19,-1,3,3,4,0,1,29,26,"FR_IPHB_13806"
"FR-1-H_31_35_5343",5693,"54:03","FR_USIHB_94200",23,27,-1,-4,-4,-2,0,2,26,29,"FR_IPHB_13806"
"FR-1-H_31_35_5343",5694,"56:30","FR_IPHB_13806",27,25,-2,2,2,3,0,1,29,26,"FR_IPHB_13806"
"FR-1-H_31_35_5344",5695,"14:26","FR_DHBGL_59140",7,8,-3,-1,-1,-4,0,-3,28,29,"FR_MHB_34000"
"FR-1-H_31_35_5344",5696,"18:45","FR_DHBGL_59140",8,12,-4,-4,-4,-5,0,-1,28,29,"FR_MHB_34000"
"FR-1-H_31_35_5344",5697,"27:00","FR_MHB_34000",16,13,-2,3,3,1,0,-2,29,28,"FR_MHB_34000"
"FR-1-H_31_35_5344",5698,"43:35","FR_DHBGL_59140",21,23,-2,-2,-2,-1,0,1,28,29,"FR_MHB_34000"
"FR-1-H_31_35_5344",5699,"57:56","FR_MHB_34000",28,27,-1,1,1,1,0,0,29,28,"FR_MHB_34000"
"FR-1-H_31_35_5345",5700,"09:00","FR_SRVHB_83700",6,6,-1,0,0,0,0,0,26,39,"FR_PSGHB_75016"
"FR-1-H_31_35_5345",5701,"30:03","FR_SRVHB_83700",9,9,-3,0,0,-7,0,-7,26,39,"FR_PSGHB_75016"
"FR-1-H_31_35_5345",5702,"44:51","FR_SRVHB_83700",21,30,-3,-9,-9,-9,0,0,26,39,"FR_PSGHB_75016"
"FR-1-H_31_36_5346",5703,"09:24","FR_DHBGL_59140",3,6,-3,-3,-3,-4,0,-1,22,23,"FR_CSMBHB_73000"
"FR-1-H_31_36_5346",5704,"23:12","FR_DHBGL_59140",7,12,-1,-5,-5,-6,0,-1,22,23,"FR_CSMBHB_73000"
"FR-1-H_31_36_5346",5705,"28:30","FR_CSMBHB_73000",15,9,-1,6,6,4,0,-2,23,22,"FR_CSMBHB_73000"
"FR-1-H_31_36_5346",5706,"36:25","FR_CSMBHB_73000",15,14,-4,1,1,1,0,0,23,22,"FR_CSMBHB_73000"
"FR-1-H_31_36_5346",5707,"46:19","FR_DHBGL_59140",16,18,-2,-2,-2,0,0,2,22,23,"FR_CSMBHB_73000"
"FR-1-H_31_36_5346",5708,"58:04","FR_CSMBHB_73000",22,22,-1,0,0,1,0,1,23,22,"FR_CSMBHB_73000"
"FR-1-H_31_36_5347",5709,"26:38","FR_USIHB_94200",11,12,-2,-1,-1,-1,0,0,26,28,"FR_CCMHB_28000"
"FR-1-H_31_36_5347",5710,"29:15","FR_CCMHB_28000",13,12,1,1,1,1,0,0,28,26,"FR_CCMHB_28000"
"FR-1-H_31_36_5347",5711,"39:36","FR_USIHB_94200",15,19,-3,-4,-4,-3,0,1,26,28,"FR_CCMHB_28000"
"FR-1-H_31_36_5347",5712,"48:37","FR_CCMHB_28000",23,21,1,2,2,3,0,1,28,26,"FR_CCMHB_28000"
"FR-1-H_31_36_5347",5713,"56:08","FR_USIHB_94200",23,26,-1,-3,-3,-2,0,1,26,28,"FR_CCMHB_28000"
